Date,SPY
2002-12-17,59.0479736328125
2002-12-18,58.365516662597656
2002-12-19,57.94957733154297
2002-12-20,58.77644348144531
2002-12-23,58.796016693115234
2002-12-24,58.35844039916992
2002-12-26,58.38456726074219
2002-12-27,57.07174301147461
2002-12-30,57.54850387573242
2002-12-31,57.62691116333008
2003-01-02,59.48185729980469
2003-01-03,59.66474914550781
2003-01-06,60.71633529663086
2003-01-07,60.56606674194336
2003-01-08,59.69085693359375
2003-01-09,60.618289947509766
2003-01-10,60.78158950805664
2003-01-13,60.76202392578125
2003-01-14,60.95792770385742
2003-01-15,60.35053634643555
2003-01-16,60.10234832763672
2003-01-17,59.21405792236328
2003-01-21,58.293113708496094
2003-01-22,57.58770751953125
2003-01-23,57.9404296875
2003-01-24,56.418601989746094
2003-01-27,55.64788055419922
2003-01-28,56.05936813354492
2003-01-29,56.48390579223633
2003-01-30,55.14497756958008
2003-01-31,56.2095947265625
2003-02-03,56.32061004638672
2003-02-04,55.76543426513672
2003-02-05,55.41926956176758
2003-02-06,55.158042907714844
2003-02-07,54.48529052734375
2003-02-10,54.870643615722656
2003-02-11,54.4918212890625
2003-02-12,53.62315368652344
2003-02-13,53.78642272949219
2003-02-14,54.96207046508789
2003-02-18,55.92871856689453
2003-02-19,55.63485336303711
2003-02-20,55.07965087890625
2003-02-21,55.63485336303711
2003-02-24,54.733463287353516
2003-02-25,55.17109298706055
2003-02-26,54.36772155761719
2003-02-27,55.08616638183594
2003-02-28,55.451942443847656
2003-03-03,54.92289733886719
2003-03-04,54.04768753051758
2003-03-05,54.50489044189453
2003-03-06,54.04768753051758
2003-03-07,54.41997528076172
2003-03-10,53.11368942260742
2003-03-11,52.59115982055664
2003-03-12,52.9438591003418
2003-03-13,54.77267837524414
2003-03-14,54.94900894165039
2003-03-17,56.679840087890625
2003-03-18,57.01294708251953
2003-03-19,57.450584411621094
2003-03-20,57.57466506958008
2003-03-21,58.803627014160156
2003-03-24,56.849361419677734
2003-03-25,57.39363479614258
2003-03-26,57.105106353759766
2003-03-27,57.15102005004883
2003-03-28,56.86248779296875
2003-03-31,55.57058334350586
2003-04-01,56.423133850097656
2003-04-02,57.78711700439453
2003-04-03,57.511695861816406
2003-04-04,57.852699279785156
2003-04-07,57.74125671386719
2003-04-08,57.83303451538086
2003-04-09,57.07234191894531
2003-04-10,57.38710403442383
2003-04-11,57.15102005004883
2003-04-14,58.3314323425293
2003-04-15,58.875736236572266
2003-04-16,57.87239074707031
2003-04-17,58.731468200683594
2003-04-21,58.790470123291016
2003-04-22,59.898773193359375
2003-04-23,60.449588775634766
2003-04-24,59.91184616088867
2003-04-25,59.170841217041016
2003-04-28,60.193824768066406
2003-04-29,60.40369415283203
2003-04-30,60.27252960205078
2003-05-01,60.26598358154297
2003-05-02,61.124996185302734
2003-05-05,61.00701141357422
2003-05-06,61.58405685424805
2003-05-07,61.24311447143555
2003-05-08,60.62663269042969
2003-05-09,61.466060638427734
2003-05-12,62.220176696777344
2003-05-13,62.108673095703125
2003-05-14,61.97755813598633
2003-05-15,62.371002197265625
2003-05-16,62.213653564453125
2003-05-19,60.75782775878906
2003-05-20,60.633174896240234
2003-05-21,60.75782775878906
2003-05-22,61.36112976074219
2003-05-23,61.485694885253906
2003-05-27,62.561195373535156
2003-05-28,62.73828125
2003-05-29,62.57430648803711
2003-05-30,63.57767105102539
2003-06-02,63.8399772644043
2003-06-03,64.10224151611328
2003-06-04,65.02689361572266
2003-06-05,65.34825897216797
2003-06-06,65.09246063232422
2003-06-09,64.43014526367188
2003-06-10,65.08597564697266
2003-06-11,65.77449798583984
2003-06-12,65.97781372070312
2003-06-13,65.2892074584961
2003-06-16,66.6663589477539
2003-06-17,66.6663589477539
2003-06-18,66.60734558105469
2003-06-19,65.59089660644531
2003-06-20,65.44608306884766
2003-06-23,64.7747573852539
2003-06-24,64.84062194824219
2003-06-25,64.18901824951172
2003-06-26,65.02489471435547
2003-06-27,64.27460479736328
2003-06-30,64.25485229492188
2003-07-01,64.84721374511719
2003-07-02,65.66324615478516
2003-07-03,64.98538970947266
2003-07-07,66.27535247802734
2003-07-08,66.57151794433594
2003-07-09,66.19635772705078
2003-07-10,65.35394287109375
2003-07-11,65.97264862060547
2003-07-14,66.29513549804688
2003-07-15,66.15031433105469
2003-07-16,65.76202392578125
2003-07-17,64.8274154663086
2003-07-18,65.49219512939453
2003-07-21,64.68263244628906
2003-07-22,65.26841735839844
2003-07-23,65.31446075439453
2003-07-24,64.82083892822266
2003-07-25,65.96602630615234
2003-07-28,65.72252655029297
2003-07-29,65.41975402832031
2003-07-30,65.26178741455078
2003-07-31,65.4131851196289
2003-08-01,64.83403778076172
2003-08-04,64.83403778076172
2003-08-05,63.45849609375
2003-08-06,63.82704162597656
2003-08-07,64.49839782714844
2003-08-08,64.68263244628906
2003-08-11,64.92616271972656
2003-08-12,65.51850128173828
2003-08-13,65.1828384399414
2003-08-14,65.36054229736328
2003-08-15,65.56455993652344
2003-08-18,66.13056945800781
2003-08-19,66.38066101074219
2003-08-20,66.1108169555664
2003-08-21,66.32140350341797
2003-08-22,65.66324615478516
2003-08-25,65.7685775756836
2003-08-26,65.88703155517578
2003-08-27,65.90682220458984
2003-08-28,66.31486511230469
2003-08-29,66.76237487792969
2003-09-02,67.657470703125
2003-09-03,68.02603912353516
2003-09-04,68.05891418457031
2003-09-05,67.67719268798828
2003-09-08,68.23664093017578
2003-09-09,67.7890625
2003-09-10,67.10462188720703
2003-09-11,67.30205535888672
2003-09-12,67.42707824707031
2003-09-15,67.19014739990234
2003-09-16,68.17082214355469
2003-09-17,68.0391845703125
2003-09-18,68.84212493896484
2003-09-19,68.49195861816406
2003-09-22,67.75202178955078
2003-09-23,68.00970458984375
2003-09-24,66.8006591796875
2003-09-25,66.25231170654297
2003-09-26,66.03426361083984
2003-09-29,66.68173217773438
2003-09-30,66.03426361083984
2003-10-01,67.44153594970703
2003-10-02,67.68595123291016
2003-10-03,68.30699920654297
2003-10-06,68.61749267578125
2003-10-07,68.88176727294922
2003-10-08,68.7099838256836
2003-10-09,68.89500427246094
2003-10-10,69.08658599853516
2003-10-13,69.30459594726562
2003-10-14,69.54905700683594
2003-10-15,69.36407470703125
2003-10-16,69.64155578613281
2003-10-17,68.88176727294922
2003-10-20,69.39710235595703
2003-10-21,69.27821350097656
2003-10-22,68.40611267089844
2003-10-23,68.28054809570312
2003-10-24,68.43253326416016
2003-10-27,68.46553039550781
2003-10-28,69.39710235595703
2003-10-29,69.48957061767578
2003-10-30,69.63492584228516
2003-10-31,69.56891632080078
2003-11-03,70.02472686767578
2003-11-04,69.87275695800781
2003-11-05,69.9256362915039
2003-11-06,70.29561614990234
2003-11-07,69.77368927001953
2003-11-10,69.48957061767578
2003-11-11,69.46977996826172
2003-11-12,70.2493667602539
2003-11-13,70.26918029785156
2003-11-14,69.67454528808594
2003-11-17,69.32442474365234
2003-11-18,68.60426330566406
2003-11-19,69.18566131591797
2003-11-20,68.56466674804688
2003-11-21,68.84872436523438
2003-11-24,69.76045989990234
2003-11-25,70.02472686767578
2003-11-26,70.27576446533203
2003-11-28,70.32867431640625
2003-12-01,71.08841705322266
2003-12-02,70.9100341796875
2003-12-03,70.7977294921875
2003-12-04,71.08841705322266
2003-12-05,70.5928955078125
2003-12-08,71.06857299804688
2003-12-09,70.5202407836914
2003-12-10,70.51361846923828
2003-12-11,71.30642700195312
2003-12-12,71.44515991210938
2003-12-15,71.08841705322266
2003-12-16,71.45840454101562
2003-12-17,71.68301391601562
2003-12-18,72.4890365600586
2003-12-19,72.28722381591797
2003-12-22,72.79173278808594
2003-12-23,72.83819580078125
2003-12-24,72.76522064208984
2003-12-26,72.81829071044922
2003-12-29,73.78743743896484
2003-12-30,73.80068969726562
2003-12-31,73.8670425415039
2004-01-02,73.83390045166016
2004-01-05,74.63706970214844
2004-01-06,74.71012878417969
2004-01-07,74.96236419677734
2004-01-08,75.26107025146484
2004-01-09,74.60389709472656
2004-01-12,75.15486907958984
2004-01-13,74.71675109863281
2004-01-14,75.3406982421875
2004-01-15,75.52658081054688
2004-01-16,75.82527160644531
2004-01-20,75.80536651611328
2004-01-21,76.40276336669922
2004-01-22,76.20364379882812
2004-01-23,75.95804595947266
2004-01-26,76.91387939453125
2004-01-27,76.12397003173828
2004-01-28,75.25443267822266
2004-01-29,75.32743072509766
2004-01-30,75.32743072509766
2004-02-02,75.65269470214844
2004-02-03,75.52658081054688
2004-02-04,74.90922546386719
2004-02-05,75.12828063964844
2004-02-06,75.97132110595703
2004-02-09,75.99124908447266
2004-02-10,76.23683166503906
2004-02-11,77.04664611816406
2004-02-12,76.7678451538086
2004-02-13,76.42267608642578
2004-02-17,77.11306762695312
2004-02-18,76.77449035644531
2004-02-19,76.48910522460938
2004-02-20,76.25675201416016
2004-02-23,76.06425476074219
2004-02-24,75.93147277832031
2004-02-25,76.25010681152344
2004-02-26,76.29657745361328
2004-02-27,76.34968566894531
2004-03-01,77.10637664794922
2004-03-02,76.65501403808594
2004-03-03,76.79444122314453
2004-03-04,76.9935531616211
2004-03-05,77.25244140625
2004-03-08,76.309814453125
2004-03-09,76.00447845458984
2004-03-10,74.73002624511719
2004-03-11,73.7608642578125
2004-03-12,74.73002624511719
2004-03-15,73.81399536132812
2004-03-16,74.20560455322266
2004-03-17,75.03536224365234
2004-03-18,75.05524444580078
2004-03-19,73.9795150756836
2004-03-22,73.04027557373047
2004-03-23,72.91372680664062
2004-03-24,72.97364044189453
2004-03-25,73.93952941894531
2004-03-26,73.95950317382812
2004-03-29,74.99867248535156
2004-03-30,75.25178527832031
2004-03-31,75.33837890625
2004-04-01,75.79134368896484
2004-04-02,76.36418151855469
2004-04-05,76.78386688232422
2004-04-06,76.53741455078125
2004-04-07,76.35753631591797
2004-04-08,76.18437194824219
2004-04-12,76.48411560058594
2004-04-13,75.4116439819336
2004-04-14,75.53156280517578
2004-04-15,75.2451171875
2004-04-16,75.82463073730469
2004-04-19,75.82463073730469
2004-04-20,74.55235290527344
2004-04-21,75.05195617675781
2004-04-22,76.10441589355469
2004-04-23,76.1777114868164
2004-04-26,76.07111358642578
2004-04-27,76.13771057128906
2004-04-28,75.15187072753906
2004-04-29,74.49241638183594
2004-04-30,73.9128646850586
2004-05-03,74.70555114746094
2004-05-04,74.6456069946289
2004-05-05,75.1252212524414
2004-05-06,74.47908782958984
2004-05-07,73.24673461914062
2004-05-10,72.49406433105469
2004-05-11,73.10687255859375
2004-05-12,73.57318878173828
2004-05-13,73.26675415039062
2004-05-14,73.30003356933594
2004-05-17,72.6739273071289
2004-05-18,73.04027557373047
2004-05-19,72.78716278076172
2004-05-20,73.0202865600586
2004-05-21,73.14681243896484
2004-05-24,73.4532699584961
2004-05-25,74.5057144165039
2004-05-26,74.7655258178711
2004-05-27,75.18517303466797
2004-05-28,75.17849731445312
2004-06-01,75.07860565185547
2004-06-02,75.35834503173828
2004-06-03,74.66560363769531
2004-06-04,75.25843811035156
2004-06-07,76.40416717529297
2004-06-08,76.51075744628906
2004-06-09,75.79801177978516
2004-06-10,76.1710205078125
2004-06-14,75.41832733154297
2004-06-15,75.95122528076172
2004-06-16,75.93789672851562
2004-06-17,75.82463073730469
2004-06-18,75.96768188476562
2004-06-21,75.68024444580078
2004-06-22,76.06130981445312
2004-06-23,76.71646118164062
2004-06-24,76.4758071899414
2004-06-25,76.10810089111328
2004-06-28,75.84735107421875
2004-06-29,76.16158294677734
2004-06-30,76.56941986083984
2004-07-01,75.50643920898438
2004-07-02,75.46629333496094
2004-07-06,74.80440521240234
2004-07-07,75.02500915527344
2004-07-08,74.50358581542969
2004-07-09,74.69747924804688
2004-07-12,74.73085021972656
2004-07-13,74.78438568115234
2004-07-14,74.55707550048828
2004-07-15,74.0757064819336
2004-07-16,74.01554107666016
2004-07-19,73.7013168334961
2004-07-20,74.63728332519531
2004-07-21,73.26009368896484
2004-07-22,73.46067810058594
2004-07-23,72.8455810546875
2004-07-26,72.7051773071289
2004-07-27,73.38709259033203
2004-07-28,73.60772705078125
2004-07-29,73.92193603515625
2004-07-30,74.10244750976562
2004-08-02,74.2562026977539
2004-08-03,73.68126678466797
2004-08-04,73.67457580566406
2004-08-05,72.47118377685547
2004-08-06,71.43494415283203
2004-08-09,71.53522491455078
2004-08-10,72.45783996582031
2004-08-11,72.31072235107422
2004-08-12,71.52183532714844
2004-08-13,71.66221618652344
2004-08-16,72.40432739257812
2004-08-17,72.81217193603516
2004-08-18,73.56090545654297
2004-08-19,73.3469467163086
2004-08-20,73.8617935180664
2004-08-23,73.67457580566406
2004-08-24,73.77485656738281
2004-08-25,74.27625274658203
2004-08-26,74.27625274658203
2004-08-27,74.51026916503906
2004-08-30,73.89520263671875
2004-08-31,74.2829818725586
2004-09-01,74.4233627319336
2004-09-02,75.26573944091797
2004-09-03,74.95819854736328
2004-09-07,75.45291900634766
2004-09-08,75.26573944091797
2004-09-09,75.19886779785156
2004-09-10,75.5866470336914
2004-09-13,75.833984375
2004-09-14,75.98777770996094
2004-09-15,75.41281127929688
2004-09-16,75.64009857177734
2004-09-17,75.96170043945312
2004-09-20,75.50521087646484
2004-09-21,75.83412170410156
2004-09-22,74.88752746582031
2004-09-23,74.48474884033203
2004-09-24,74.82715606689453
2004-09-27,74.35049438476562
2004-09-28,74.7062759399414
2004-09-29,75.0822525024414
2004-09-30,75.02854919433594
2004-10-01,76.29737854003906
2004-10-04,76.42488098144531
2004-10-05,76.46519470214844
2004-10-06,76.98883056640625
2004-10-07,76.16311645507812
2004-10-08,75.53205108642578
2004-10-11,75.84085083007812
2004-10-12,75.54547882080078
2004-10-13,74.88082885742188
2004-10-14,74.27664184570312
2004-10-15,74.69287872314453
2004-10-18,74.9748306274414
2004-10-19,74.34376525878906
2004-10-20,74.19610595703125
2004-10-21,74.67941284179688
2004-10-22,73.84029388427734
2004-10-25,73.75298309326172
2004-10-26,74.88082885742188
2004-10-27,75.78045654296875
2004-10-28,76.00869750976562
2004-10-29,75.9952392578125
2004-11-01,76.20338439941406
2004-11-02,76.23023223876953
2004-11-03,77.19024658203125
2004-11-04,78.2442626953125
2004-11-05,78.73432922363281
2004-11-08,78.62019348144531
2004-11-09,78.46577453613281
2004-11-10,78.52620697021484
2004-11-11,79.12366485595703
2004-11-12,79.74801635742188
2004-11-15,79.9439468383789
2004-11-16,79.37163543701172
2004-11-17,79.84297180175781
2004-11-18,79.9507064819336
2004-11-19,79.06189727783203
2004-11-22,79.43902587890625
2004-11-23,79.56018829345703
2004-11-24,79.7486801147461
2004-11-26,79.68810272216797
2004-11-29,79.32450866699219
2004-11-30,79.37837982177734
2004-12-01,80.28064727783203
2004-12-02,80.34795379638672
2004-12-03,80.2940902709961
2004-12-06,80.26718139648438
2004-12-07,79.519775390625
2004-12-08,79.98434448242188
2004-12-09,80.26718139648438
2004-12-10,80.34795379638672
2004-12-13,81.04823303222656
2004-12-14,81.3310317993164
2004-12-15,81.3916015625
2004-12-16,81.34451293945312
2004-12-17,80.80191040039062
2004-12-20,80.82223510742188
2004-12-21,81.44461822509766
2004-12-22,81.64080047607422
2004-12-23,81.7016830444336
2004-12-27,81.53255462646484
2004-12-28,81.97904205322266
2004-12-29,82.100830078125
2004-12-30,81.9452133178711
2004-12-31,81.76936340332031
2005-01-03,81.38372802734375
2005-01-04,80.3892593383789
2005-01-05,79.83450317382812
2005-01-06,80.24043273925781
2005-01-07,80.12544250488281
2005-01-10,80.50426483154297
2005-01-11,79.94953918457031
2005-01-12,80.21334838867188
2005-01-13,79.57072448730469
2005-01-14,79.99009704589844
2005-01-18,80.82223510742188
2005-01-19,79.97657012939453
2005-01-20,79.48950958251953
2005-01-21,79.0024185180664
2005-01-24,78.84685516357422
2005-01-25,79.0700912475586
2005-01-26,79.30684661865234
2005-01-27,79.44214630126953
2005-01-28,79.44214630126953
2005-01-31,79.93602752685547
2005-02-01,80.44338989257812
2005-02-02,80.68690490722656
2005-02-03,80.47721862792969
2005-02-04,81.33635711669922
2005-02-07,81.22815704345703
2005-02-08,81.32280731201172
2005-02-09,80.71399688720703
2005-02-10,81.00486755371094
2005-02-11,81.7016830444336
2005-02-14,81.64080047607422
2005-02-15,81.9452133178711
2005-02-16,81.99935150146484
2005-02-17,81.33635711669922
2005-02-18,81.44461822509766
2005-02-22,80.2336654663086
2005-02-23,80.80870056152344
2005-02-24,81.34318542480469
2005-02-25,82.14820098876953
2005-02-28,81.60697937011719
2005-03-01,82.01290893554688
2005-03-02,81.97229766845703
2005-03-03,82.00613403320312
2005-03-04,83.02763366699219
2005-03-07,83.0682144165039
2005-03-08,82.75704193115234
2005-03-09,81.8370132446289
2005-03-10,82.0196304321289
2005-03-11,81.44461822509766
2005-03-14,81.95199584960938
2005-03-15,81.27554321289062
2005-03-16,80.58546447753906
2005-03-17,80.7478256225586
2005-03-18,80.5080795288086
2005-03-21,80.2092514038086
2005-03-22,79.39421081542969
2005-03-23,79.4621810913086
2005-03-24,79.55725860595703
2005-03-28,79.67271423339844
2005-03-29,79.14295959472656
2005-03-30,80.2635726928711
2005-03-31,80.1141586303711
2005-04-01,79.75418090820312
2005-04-04,79.8900375366211
2005-04-05,80.27032470703125
2005-04-06,80.54881286621094
2005-04-07,80.98348236083984
2005-04-08,80.14134216308594
2005-04-11,80.2024154663086
2005-04-12,80.6167221069336
2005-04-13,79.6658935546875
2005-04-14,78.62677764892578
2005-04-15,77.52656555175781
2005-04-18,77.76425170898438
2005-04-19,78.38230895996094
2005-04-20,77.28884887695312
2005-04-21,78.78975677490234
2005-04-22,78.49095153808594
2005-04-25,79.00708770751953
2005-04-26,78.23968505859375
2005-04-27,78.54529571533203
2005-04-28,77.56048583984375
2005-04-29,78.61321258544922
2005-05-02,79.05467224121094
2005-05-03,79.19047546386719
2005-05-04,79.80175018310547
2005-05-05,79.7745590209961
2005-05-06,79.5232925415039
2005-05-09,80.01908111572266
2005-05-10,79.19047546386719
2005-05-11,79.62519073486328
2005-05-12,78.7490005493164
2005-05-13,78.59282684326172
2005-05-16,79.32633972167969
2005-05-17,79.85604858398438
2005-05-18,80.67787170410156
2005-05-19,81.0174331665039
2005-05-20,80.9019546508789
2005-05-23,81.35022735595703
2005-05-24,81.16007232666016
2005-05-25,81.09891510009766
2005-05-26,81.53360748291016
2005-05-27,81.66941833496094
2005-05-31,81.14645385742188
2005-06-01,81.83921813964844
2005-06-02,82.01580810546875
2005-06-03,81.60152435302734
2005-06-06,81.52684020996094
2005-06-07,81.58790588378906
2005-06-08,81.43852996826172
2005-06-09,81.82563018798828
2005-06-10,81.63545227050781
2005-06-13,81.8935317993164
2005-06-14,82.08373260498047
2005-06-15,82.23990631103516
2005-06-16,82.45047760009766
2005-06-17,82.7559585571289
2005-06-20,82.78326416015625
2005-06-21,82.83099365234375
2005-06-22,82.899169921875
2005-06-23,81.73310852050781
2005-06-24,81.13301849365234
2005-06-27,81.24896240234375
2005-06-28,81.9308853149414
2005-06-29,81.71261596679688
2005-06-30,81.26941680908203
2005-07-01,81.50807189941406
2005-07-05,82.1627197265625
2005-07-06,81.47396087646484
2005-07-07,81.79446411132812
2005-07-08,82.72870635986328
2005-07-11,83.15145111083984
2005-07-12,83.36968231201172
2005-07-13,83.48562622070312
2005-07-14,83.81290435791016
2005-07-15,83.76515197753906
2005-07-18,83.43103790283203
2005-07-19,83.88790893554688
2005-07-20,84.17433166503906
2005-07-21,83.6833724975586
2005-07-22,84.24254608154297
2005-07-25,84.00384521484375
2005-07-26,84.10614013671875
2005-07-27,84.41297149658203
2005-07-28,84.94486236572266
2005-07-29,84.37887573242188
2005-08-01,84.3175277709961
2005-08-02,84.8221206665039
2005-08-03,85.04717254638672
2005-08-04,84.36524963378906
2005-08-05,83.79244995117188
2005-08-08,83.63562774658203
2005-08-09,84.14022827148438
2005-08-10,84.09931945800781
2005-08-11,84.43346405029297
2005-08-12,83.91522216796875
2005-08-15,84.43346405029297
2005-08-16,83.33558654785156
2005-08-17,83.3287353515625
2005-08-18,83.32196044921875
2005-08-19,83.51284790039062
2005-08-22,83.51284790039062
2005-08-23,83.35604858398438
2005-08-24,82.61279296875
2005-08-25,82.91281127929688
2005-08-26,82.3468246459961
2005-08-29,82.98099517822266
2005-08-30,82.54459381103516
2005-08-31,83.58787536621094
2005-09-01,83.52650451660156
2005-09-02,83.37649536132812
2005-09-06,84.35163879394531
2005-09-07,84.49481964111328
2005-09-08,84.21525573730469
2005-09-09,84.96533966064453
2005-09-12,84.79486846923828
2005-09-13,84.32433319091797
2005-09-14,84.01747131347656
2005-09-15,83.97659301757812
2005-09-16,84.5737533569336
2005-09-19,84.29296112060547
2005-09-20,83.58078002929688
2005-09-21,82.80009460449219
2005-09-22,83.09454345703125
2005-09-23,83.16302490234375
2005-09-26,83.25888061523438
2005-09-27,83.23834991455078
2005-09-28,83.32051849365234
2005-09-29,83.99850463867188
2005-09-30,84.25872802734375
2005-10-03,83.95743560791016
2005-10-04,83.0123519897461
2005-10-05,81.92352294921875
2005-10-06,81.62906646728516
2005-10-07,81.90982818603516
2005-10-10,81.2181396484375
2005-10-11,81.10176849365234
2005-10-12,80.46488952636719
2005-10-13,80.41695404052734
2005-10-14,81.2661361694336
2005-10-17,81.56742095947266
2005-10-18,80.68405151367188
2005-10-19,82.0262680053711
2005-10-20,80.5812759399414
2005-10-21,80.89631652832031
2005-10-24,82.14952850341797
2005-10-25,81.98514556884766
2005-10-26,81.7454605102539
2005-10-27,80.87578582763672
2005-10-28,82.03996276855469
2005-10-31,82.26589965820312
2005-11-01,82.512451171875
2005-11-02,83.37530517578125
2005-11-03,83.73140716552734
2005-11-04,83.6218490600586
2005-11-07,83.70403289794922
2005-11-08,83.70403289794922
2005-11-09,83.81361389160156
2005-11-10,84.46414184570312
2005-11-11,84.75179290771484
2005-11-14,84.70384216308594
2005-11-15,84.39569091796875
2005-11-16,84.56688690185547
2005-11-17,85.35440826416016
2005-11-18,85.68994903564453
2005-11-21,86.12139129638672
2005-11-22,86.49115753173828
2005-11-23,86.99111938476562
2005-11-25,87.05955505371094
2005-11-28,86.44322204589844
2005-11-29,86.34738159179688
2005-11-30,85.8817138671875
2005-12-01,86.75825500488281
2005-12-02,86.86786651611328
2005-12-05,86.68293762207031
2005-12-06,86.84729766845703
2005-12-07,86.34052276611328
2005-12-08,86.28573608398438
2005-12-09,86.5117416381836
2005-12-12,86.5938949584961
2005-12-13,87.182861328125
2005-12-14,87.5252456665039
2005-12-15,87.27191162109375
2005-12-16,86.990966796875
2005-12-19,86.5434799194336
2005-12-20,86.62612915039062
2005-12-21,86.7638168334961
2005-12-22,87.2181625366211
2005-12-23,87.2663803100586
2005-12-27,86.3782730102539
2005-12-28,86.57102966308594
2005-12-29,86.18553161621094
2005-12-30,85.71737670898438
2006-01-03,87.22504425048828
2006-01-04,87.63809204101562
2006-01-05,87.69319152832031
2006-01-06,88.42294311523438
2006-01-09,88.65010070800781
2006-01-10,88.7396011352539
2006-01-11,89.02188873291016
2006-01-12,88.67076873779297
2006-01-13,88.58816528320312
2006-01-17,88.34718322753906
2006-01-18,87.99610900878906
2006-01-19,88.33343505859375
2006-01-20,86.72248077392578
2006-01-23,87.03228759765625
2006-01-24,87.12178802490234
2006-01-25,87.19754028320312
2006-01-26,87.67942810058594
2006-01-27,88.49177551269531
2006-01-30,88.42294311523438
2006-01-31,87.77584075927734
2006-02-01,88.38847351074219
2006-02-02,87.36273956298828
2006-02-03,86.92904663085938
2006-02-06,87.15621948242188
2006-02-07,86.38516235351562
2006-02-08,87.17000579833984
2006-02-09,87.02543640136719
2006-02-10,87.18374633789062
2006-02-13,87.02543640136719
2006-02-14,87.94792175292969
2006-02-15,88.2577133178711
2006-02-16,88.91865539550781
2006-02-17,88.67765045166016
2006-02-21,88.45734405517578
2006-02-22,88.99434661865234
2006-02-23,88.86354064941406
2006-02-24,89.09070587158203
2006-02-27,89.1251220703125
2006-02-28,88.27838134765625
2006-03-01,89.06320190429688
2006-03-02,89.05630493164062
2006-03-03,88.64324188232422
2006-03-06,88.23704528808594
2006-03-07,88.0993881225586
2006-03-08,88.28529357910156
2006-03-09,87.69319152832031
2006-03-10,88.52619934082031
2006-03-13,88.69140625
2006-03-14,89.62079620361328
2006-03-15,90.02009582519531
2006-03-16,90.20597839355469
2006-03-17,90.28131103515625
2006-03-20,90.13616943359375
2006-03-21,89.56938171386719
2006-03-22,90.11544036865234
2006-03-23,89.92884826660156
2006-03-24,89.9979476928711
2006-03-27,89.86665344238281
2006-03-28,89.31365203857422
2006-03-29,89.87353515625
2006-03-30,89.71459197998047
2006-03-31,89.73531341552734
2006-04-03,89.66617584228516
2006-04-04,90.23985290527344
2006-04-05,90.5509033203125
2006-04-06,90.45413970947266
2006-04-07,89.53487396240234
2006-04-10,89.67306518554688
2006-04-11,88.91277313232422
2006-04-12,89.07866668701172
